school,year,semester,grade,class,number,student_number,sex,chinese_1,chinese_2,chinese_3,math_1,math_2,math_3,english_1,english_2,english_3,science_1,science_2,science_3,society_1,society_2,society_3
1,111,1,7,1,3,11103,Female,89,75,87,86,88,64,88,85,69,80,68,78,79,66,78
1,111,1,7,1,3,11104,Male,,,,,,,,,,,,,,,
1,111,1,7,1,4,11105,Male,84,84,83,74,71,68,94,96,86,92,82,88,72,87,76
1,111,1,7,1,5,11106,Male,74,86,81,72,87,80,94,100,94,80,92,94,90,81,90
1,111,1,7,1,6,11107,Female,86,96,85,90,92,82,97,100,96,94,84,98,92,91,83
1,111,1,7,1,7,11108,Female,38,72,62,43,71,42,90,94,86,62,72,80,61,74,71
1,111,1,7,1,8,11109,Male,42,52,45,51,61,22,33,22,36,58,56,66,57,63,51
1,111,1,7,1,9,11110,Female,37,29,47,50,32,24,29,22,28,44,34,56,48,24,26
1,111,1,7,1,10,11111,Male,70,84,86,84,98,90,98,100,96,92,98,98,87,94,87
1,111,1,7,1,11,11112,Male,60,63,56,61,80,28,78,84,78,66,52,74,60,52,65
1,111,1,7,1,12,11113,Male,50,69,65,41,50,12,70,73,80,62,72,66,60,45,60
1,111,1,7,1,13,11114,Female,93,94,86,80,98,92,93,98,97,96,98,98,88,87,86
1,111,1,7,1,14,11115,Female,82,72,78,51,60,16,80,79,80,50,58,72,76,67,59
1,111,1,7,1,15,11116,Male,24,36,32,15,28,18,63,58,66,60,44,64,58,41,45
1,111,1,7,1,16,11117,Female,74,77,82,74,88,88,88,100,99,72,74,94,74,58,76
1,111,1,7,1,19,11118,Male,,,,68,71,57,85,82,84,50,38,54,52,46,60
1,111,1,7,1,26,11119,Male,,,,57,34,90,54,71,76,86,68,80,67,54,83
1,111,1,7,2,1,11120,Female,90,98,96,96,100,98,100,100,100,100,100,100,100,97,97
1,111,1,7,2,2,11121,Male,50,60,69,65,54,40,70,88,72,74,56,74,56,72,68
1,111,1,7,2,3,11122,Female,66,73,79,81,93,44,42,43,55,64,74,70,70,74,66
1,111,1,7,2,4,11123,Female,63,74,79,88,96,62,100,100,96,88,92,90,96,93,77
1,111,1,7,2,5,11124,Male,84,87,94,94,96,94,94,98,97,90,84,98,94,87,82
1,111,1,7,2,6,11125,Male,63,73,76,71,85,44,59,64,46,86,84,84,77,68,69
1,111,1,7,2,7,11126,Male,27,42,38,43,27,18,18,21,33,28,12,30,46,34,39
1,111,1,7,2,8,11127,Female,78,82,83,76,82,68,78,79,82,78,82,86,85,87,77
1,111,1,7,2,9,11128,Female,69,68,64,67,70,60,57,55,67,54,60,70,67,57,57
1,111,1,7,2,10,11129,Female,57,63,67,55,70,60,58,77,66,62,54,64,56,56,68
1,111,1,7,2,11,11130,Male,25,27,32,47,30,24,33,23,29,26,30,34,29,27,41
1,111,1,7,2,12,11131,Female,74,81,73,89,76,92,80,94,89,78,78,92,84,79,83
1,111,1,7,2,13,11132,Male,72,82,62,80,89,64,82,93,83,92,84,90,64,63,69
1,111,1,7,2,14,11133,Female,51,49,64,54,50,12,83,94,84,64,44,62,50,51,47
1,111,1,7,2,15,11134,Male,71,85,83,88,91,86,76,90,82,86,90,92,81,85,85
1,111,1,7,2,16,11135,Female,60,55,62,55,60,28,82,91,78,62,28,46,36,65,53
1,111,2,7,1,1,11101,Female,65,69,81,73,60,76,96,92,84,78,98,92,85,83,76
1,111,2,7,1,2,11102,Female,71,69,72,86,93,88,68,70,60,86,80,88,79,80,66
1,111,2,7,1,3,11103,Female,72,75,69,72,69,68,69,64,70,78,78,88,75,72,64
1,111,2,7,1,3,11104,Male,,,,,,,,,,,,,,,
1,111,2,7,1,4,11105,Male,85,79,77,72,55,82,83,80,83,94,92,94,78,85,78
1,111,2,7,1,5,11106,Male,92,74,84,73,88,82,92,96,95,96,94,98,91,83,83
1,111,2,7,1,6,11107,Female,86,81,80,98,97,96,100,100,98,96,92,92,88,89,85
1,111,2,7,1,7,11108,Female,63,68,69,52,50,68,84,87,83,74,72,72,73,77,61
1,111,2,7,1,8,11109,Male,52,32,59,43,41,66,20,55,26,68,74,84,54,92,54
1,111,2,7,1,9,11110,Female,20,28,16,18,24,30,28,26,28,36,46,24,26,22,29
1,111,2,7,1,10,11111,Male,88,80,82,90,94,78,97,100,90,94,92,100,84,90,78
1,111,2,7,1,11,11112,Male,40,44,44,47,60,40,62,66,56,46,64,72,70,58,54
1,111,2,7,1,12,11113,Male,53,57,77,38,32,39,65,71,62,70,74,84,70,71,65
1,111,2,7,1,13,11114,Female,95,86,96,84,93,94,97,99,98,98,98,96,84,91,83
1,111,2,7,1,14,11115,Female,85,69,74,25,15,57,54,66,53,62,58,82,67,59,72
1,111,2,7,1,15,11116,Male,27,30,44,12,10,42,60,48,46,52,66,74,47,51,50
1,111,2,7,1,16,11117,Female,75,66,87,80,73,86,96,96,89,78,80,82,78,76,80
1,111,2,7,2,1,11120,Female,96,92,100,96,99,96,100,100,100,100,100,98,96,98,97
1,111,2,7,2,2,11121,Male,51,61,53,56,46,52,73,80,77,52,60,78,66,65,57
1,111,2,7,2,3,11122,Female,71,75,76,72,68,69,56,60,60,68,76,88,68,73,70
1,111,2,7,2,4,11123,Female,72,82,83,89,95,90,96,100,96,98,94,96,83,85,90
1,111,2,7,2,5,11124,Male,88,80,88,87,92,78,97,94,91,98,90,96,83,85,81
1,111,2,7,2,6,11125,Male,76,58,62,55,72,63,54,47,36,90,88,92,68,73,54
1,111,2,7,2,7,11126,Male,38,20,30,30,0,29,26,28,26,30,32,22,41,30,46
1,111,2,7,2,8,11127,Female,89,78,85,78,78,64,72,70,66,94,82,94,77,87,73
1,111,2,7,2,9,11128,Female,55,57,65,60,53,71,54,43,44,54,66,78,61,58,60
1,111,2,7,2,10,11129,Female,63,54,64,75,61,61,62,72,64,80,58,86,64,56,62
1,111,2,7,2,11,11130,Male,21,30,20,30,20,24,36,32,28,34,38,36,33,42,45
1,111,2,7,2,12,11131,Female,76,74,82,88,72,69,79,81,72,96,86,90,79,82,74
1,111,2,7,2,13,11132,Male,75,60,69,66,73,74,76,89,89,72,80,90,89,75,70
1,111,2,7,2,14,11133,Female,47,49,53,42,33,33,71,79,70,54,52,78,58,52,50
1,111,2,7,2,15,11134,Male,80,77,81,83,93,92,85,92,92,92,94,92,89,86,82
1,111,2,7,2,16,11135,Female,61,55,63,48,20,56,74,79,69,50,68,68,54,62,48
1,111,2,7,2,17,11118,Male,64,64,62,55,50,68,90,93,89,66,66,88,64,60,58
1,111,2,7,2,18,11119,Male,66,66,63,60,65,74,75,82,78,74,84,90,71,75,85
1,112,1,8,1,1,11101,Female,81,90,81,79,78,84,94,88,72,84,80,90,76,66,73
1,112,1,8,1,2,11102,Female,82,79,73,90,74,86,49,52,60,76,67,78,79,65,80
1,112,1,8,1,3,11103,Female,89,81,89,79,54,78,82,81,75,82,98,95,74,64,63
1,112,1,8,1,4,11105,Male,84,85,84,74,58,70,75,76,79,86,85,84,67,71,69
1,112,1,8,1,5,11106,Male,84,85,86,78,87,84,95,92,92,92,87,89,91,88,90
1,112,1,8,1,6,11107,Female,94,98,96,96,100,100,98,100,94,98,92,93,90,82,95
1,112,1,8,1,7,11108,Female,80,76,71,52,42,57,80,70,81,58,52,73,70,67,69
1,112,1,8,1,8,11109,Male,54,60,56,55,26,49,28,22,22,50,44,58,30,83,42
1,112,1,8,1,9,11110,Female,39,29,35,12,44,15,34,34,36,10,26,38,20,21,34
1,112,1,8,1,10,11111,Male,83,87,88,96,96,95,94,92,96,76,94,91,85,88,91
1,112,1,8,1,11,11112,Male,61,53,60,43,30,40,60,46,42,48,42,31,40,46,59
1,112,1,8,1,12,11113,Male,71,77,85,50,11,32,60,46,46,40,47,70,60,63,68
1,112,1,8,1,13,11114,Female,94,96,98,98,90,98,97,98,87,94,98,89,96,87,92
1,112,1,8,1,14,11115,Female,86,90,84,55,11,11,47,54,53,50,56,68,59,54,70
1,112,1,8,1,15,11116,Male,49,44,51,18,21,24,35,33,35,48,45,33,52,38,50
1,112,1,8,1,16,11117,Female,79,89,89,86,78,96,98,90,98,80,78,89,69,75,88
1,112,1,8,1,17,11104,Male,84,88,96,98,93,98,99,100,91,92,100,100,91,96,96
1,112,1,8,2,1,11120,Female,96,94,98,96,98,100,99,100,100,98,100,96,100,95,100
1,112,1,8,2,2,11121,Male,63,60,60,46,34,64,74,73,74,64,65,70,75,61,78
1,112,1,8,2,3,11122,Female,83,85,83,52,70,90,57,65,66,66,57,79,63,53,60
1,112,1,8,2,4,11123,Female,92,93,93,94,90,100,96,98,98,94,96,95,89,87,92
1,112,1,8,2,5,11124,Male,92,94,87,96,98,100,90,94,83,90,97,93,85,91,92
1,112,1,8,2,6,11125,Male,83,62,72,68,66,44,40,35,31,76,64,58,58,74,61
1,112,1,8,2,7,11126,Male,32,42,34,18,21,15,22,24,20,24,20,30,25,41,38
1,112,1,8,2,8,11127,Female,92,92,91,86,74,98,70,68,71,86,83,92,85,84,81
1,112,1,8,2,9,11128,Female,73,68,75,36,50,45,43,40,30,54,51,71,32,46,50
1,112,1,8,2,10,11129,Female,69,81,79,82,78,87,62,53,70,68,63,78,49,53,70
1,112,1,8,2,11,11130,Male,21,33,14,12,26,20,31,20,26,40,35,41,27,35,23
1,112,1,8,2,12,11131,Female,84,87,92,70,78,76,76,68,59,90,82,95,81,76,79
1,112,1,8,2,13,11132,Male,78,84,85,70,84,86,81,82,78,74,70,89,79,81,65
1,112,1,8,2,14,11133,Female,51,64,49,35,26,30,70,64,76,64,49,54,43,47,58
1,112,1,8,2,15,11134,Male,89,94,94,87,96,97,86,86,91,92,93,99,94,89,92
1,112,1,8,2,16,11135,Female,70,68,68,15,40,42,66,48,61,62,50,55,61,55,58
1,112,1,8,2,17,11118,Male,67,85,81,78,87,90,91,78,86,80,60,74,60,48,50
1,112,1,8,2,18,11119,Male,72,76,82,76,78,82,75,72,75,70,60,92,78,74,68
1,112,1,7,1,1,11201,Female,83,76,85,100,74,83,92,90,89,80,82,86,78,79,86
1,112,1,7,1,2,11202,Male,83,78,79,90,80,83,96,92,91,90,90,92,68,82,75
1,112,1,7,1,3,11203,Female,78,62,77,53,38,41,75,61,62,60,42,62,64,66,75
1,112,1,7,1,4,11204,Male,79,82,88,91,85,83,93,90,90,96,88,100,89,92,92
1,112,1,7,1,5,11205,Female,72,70,80,42,57,45,88,88,86,54,70,76,60,70,71
1,112,1,7,1,6,11206,Female,85,82,83,91,80,77,94,91,91,88,84,86,80,85,79
1,112,1,7,1,7,11207,Female,84,76,81,94,89,80,98,93,96,92,90,88,82,77,84
1,112,1,7,1,8,11208,Male,70,62,78,66,56,48,53,58,42,76,76,80,61,63,70
1,112,1,7,1,9,11209,Male,80,81,96,92,98,92,96,90,94,98,90,96,87,91,88
1,112,1,7,1,10,11210,Female,96,92,92,87,89,77,92,93,93,88,84,92,87,85,86
1,112,1,7,1,11,11211,Male,79,70,74,61,52,20,82,83,83,82,64,76,59,71,84
1,112,1,7,1,12,11212,Female,93,92,96,94,70,68,97,93,95,90,78,92,91,82,96
1,112,1,7,1,13,11213,Male,52,57,60,43,45,37,73,78,88,64,50,40,61,64,61
1,112,1,7,1,14,11214,Female,66,51,54,69,43,66,58,52,52,42,62,76,47,50,47
1,112,1,7,1,15,11215,Female,58,64,51,60,38,21,56,50,51,46,50,70,41,50,52
1,112,1,7,1,16,11216,Male,64,65,67,72,63,56,86,86,87,50,32,54,41,43,62
1,112,1,7,1,17,11217,Female,93,94,96,91,94,96,98,95,98,98,94,98,98,96,98
1,112,1,7,1,18,11218,Female,83,82,81,91,93,92,90,83,87,92,90,90,84,87,83
1,112,1,7,1,19,11219,Male,41,47,31,11,16,12,43,27,31,26,30,56,40,43,46
1,112,1,7,1,20,11220,Male,67,62,63,46,53,63,72,28,49,68,58,70,53,49,54
1,112,1,7,2,1,11221,Female,87,89,83,60,47,66,72,64,69,76,68,86,67,63,77
1,112,1,7,2,2,11222,Male,75,65,62,98,81,78,94,94,87,84,82,86,84,92,79
1,112,1,7,2,3,11223,Male,87,89,81,96,81,92,97,97,98,92,96,96,94,93,90
1,112,1,7,2,4,11224,Male,88,78,83,74,71,83,98,94,91,82,84,78,74,78,76
1,112,1,7,2,5,11225,Female,90,92,88,92,89,93,98,98,98,90,92,96,92,78,97
1,112,1,7,2,6,11226,Female,67,72,60,61,69,52,82,82,85,52,60,64,56,76,71
1,112,1,7,2,7,11227,Female,96,86,97,94,89,93,99,95,93,96,96,98,98,91,99
1,112,1,7,2,8,11228,Male,64,50,53,66,61,46,53,64,50,34,38,36,56,51,57
1,112,1,7,2,9,11229,Male,36,33,41,34,32,24,55,42,42,52,42,52,43,46,52
1,112,1,7,2,10,11230,Male,63,59,63,75,63,56,75,69,64,70,44,56,59,77,68
1,112,1,7,2,11,11231,Male,71,65,74,70,66,43,77,78,88,74,66,76,78,87,88
1,112,1,7,2,12,11232,Male,87,85,88,100,95,100,91,90,90,80,98,94,91,89,88
1,112,1,7,2,13,11233,Female,92,89,88,98,96,83,96,94,94,96,98,96,83,94,97
1,112,1,7,2,14,11234,Female,41,56,37,22,36,29,42,45,36,32,44,30,24,51,47
1,112,1,7,2,15,11235,Female,67,57,62,48,10,29,52,49,50,48,18,33,43,51,47
1,112,1,7,2,16,11236,Female,82,73,58,93,91,92,84,78,69,78,56,68,61,78,64
1,112,1,7,2,17,11237,Female,52,66,56,12,30,12,46,37,37,48,60,66,47,35,53
1,112,1,7,2,18,11238,Female,96,98,89,81,92,79,97,98,94,88,84,94,88,93,94
1,112,1,7,2,19,11239,Female,73,79,83,90,65,93,94,94,91,88,94,92,89,87,93
1,112,1,7,2,20,11240,Male,57,55,58,52,42,12,73,74,67,50,34,38,56,49,51
1,112,1,7,2,21,11241,Female,56,53,52,42,21,22,53,47,54,60,52,58,52,37,53
2,108,1,7,1,1,10801,Female,89,85,83,70,63,100,60,78,70,84,78,84,66,76,70
2,108,1,7,1,2,10802,Male,92,82,90,83,83,100,90,79,88,94,90,90,74,93,81
2,108,1,7,1,3,10803,Female,86,78,71,51,68,53,81,75,65,78,74,84,48,59,60
2,108,1,7,1,4,10804,Female,90,94,94,62,72,89,97,90,97,92,86,88,82,84,83
2,108,1,7,1,5,10805,Female,92,88,96,95,83,97,96,91,84,94,86,92,93,88,88
2,108,1,7,1,6,10806,Female,89,88,85,86,77,96,89,84,81,86,76,86,77,86,92
2,108,1,7,1,7,10807,Male,62,64,76,75,52,83,61,60,39,88,78,84,67,70,60
2,108,1,7,1,8,10808,Female,80,72,83,62,60,60,76,72,70,78,54,78,55,55,82
2,108,1,7,1,9,10809,Female,89,74,90,93,74,97,93,97,94,92,88,98,81,83,83
2,108,1,7,1,10,10810,Male,67,54,66,71,60,48,68,72,51,78,60,68,39,58,70
2,108,1,7,1,11,10811,Male,94,78,88,95,89,100,98,95,99,94,86,90,87,84,93
2,108,1,7,1,12,10812,Female,84,89,85,81,60,76,89,88,89,90,80,92,64,82,81
2,108,1,7,1,13,10813,Female,87,79,81,85,60,84,92,79,93,96,84,96,83,88,98
2,108,1,7,1,14,10814,Male,54,55,56,45,51,54,45,50,53,50,52,57,60,62,61
2,108,1,7,1,15,10815,Female,62,67,69,54,50,55,60,60,60,65,68,68,54,55,59
2,108,1,7,1,16,10816,Female,83,64,67,88,68,87,97,82,87,74,52,88,50,72,62
2,108,1,7,1,17,10817,Male,83,80,85,78,60,73,62,69,62,88,82,78,78,82,86
2,108,1,7,1,18,10818,Female,80,70,76,78,60,66,68,58,60,76,64,72,62,76,78
2,108,1,7,1,19,10819,Female,57,62,63,42,36,40,35,39,40,56,54,55,49,53,54
2,108,1,7,1,20,10820,Male,60,59,67,54,44,1,37,38,37,42,32,42,42,61,21
2,108,1,7,1,21,10821,Female,79,64,74,60,60,55,85,62,72,76,70,50,35,48,56
2,108,1,7,1,22,10822,Female,95,98,92,100,100,100,100,92,95,94,98,94,87,96,92
2,108,1,7,1,23,10823,Male,64,67,70,60,60,60,36,37,41,64,69,71,66,70,71
2,108,1,7,1,24,10824,Female,58,63,80,49,56,63,69,72,57,58,58,60,32,52,58
2,108,1,7,1,25,10825,Female,81,76,80,78,60,70,91,80,77,94,68,80,76,82,80
2,108,2,7,1,1,10801,Female,81,89,89,74,94,74,49,47,55,95,85,82,82,92,81
2,108,2,7,1,2,10802,Male,84,92,88,98,93,87,92,89,87,97,100,94,98,94,78
2,108,2,7,1,3,10803,Female,67,80,77,63,72,50,68,70,55,76,75,88,55,69,63
2,108,2,7,1,4,10804,Female,87,91,96,100,82,84,93,93,88,97,95,94,96,93,86
2,108,2,7,1,5,10805,Female,86,94,90,97,100,86,85,89,89,97,100,86,100,94,83
2,108,2,7,1,6,10806,Female,86,91,88,95,96,82,82,81,85,89,80,84,98,98,89
2,108,2,7,1,7,10807,Male,65,67,81,70,73,62,62,43,71,81,73,82,75,81,73
2,108,2,7,1,8,10808,Female,67,79,87,66,62,40,63,82,75,75,85,68,74,61,71
2,108,2,7,1,9,10809,Female,82,95,92,89,96,74,90,93,87,97,100,92,100,93,88
2,108,2,7,1,10,10810,Male,65,81,72,67,74,49,60,64,63,75,68,74,70,69,66
2,108,2,7,1,11,10811,Male,87,92,96,94,100,83,92,96,96,100,95,76,98,94,86
2,108,2,7,1,12,10812,Female,80,81,94,77,88,50,91,90,96,91,98,88,86,89,90
2,108,2,7,1,13,10813,Female,91,89,94,88,86,71,79,84,81,97,100,90,88,93,83
2,108,2,7,1,14,10814,Male,50,55,57,52,44,48,30,35,37,44,50,53,48,50,52
2,108,2,7,1,15,10815,Female,78,76,79,60,60,60,60,60,60,60,60,62,61,63,68
2,108,2,7,1,16,10816,Female,76,80,62,85,65,57,84,89,79,81,65,58,64,54,51
2,108,2,7,1,17,10817,Male,80,87,84,85,79,57,65,69,71,97,98,80,90,84,76
2,108,2,7,1,18,10818,Female,73,79,87,67,81,60,62,77,68,77,85,72,75,82,74
2,108,2,7,1,19,10819,Female,54,57,51,16,11,16,24,35,26,42,50,40,51,50,39
2,108,2,7,1,20,10820,Male,63,63,66,55,50,51,60,60,60,49,50,54,54,61,59
2,108,2,7,1,21,10821,Female,76,81,79,68,57,46,50,71,54,73,65,72,65,69,57
2,108,2,7,1,22,10822,Female,94,100,92,100,100,89,90,94,92,97,100,96,100,96,93
2,108,2,7,1,23,10823,Male,48,56,58,4,6,42,15,35,25,46,43,64,31,27,58
2,108,2,7,1,24,10824,Female,74,79,81,66,70,71,60,60,60,61,60,62,68,73,72
2,108,2,7,1,25,10825,Female,82,87,80,72,90,69,77,85,72,92,98,75,77,82,82
2,109,1,8,1,1,10801,Female,90,95,82,97,70,80,66,61,47,91,74,92,87,77,82
2,109,1,8,1,2,10802,Male,83,88,92,82,83,85,85,85,80,94,86,88,84,80,85
2,109,1,8,1,3,10803,Female,74,80,58,56,29,48,63,61,48,50,76,72,49,67,49
2,109,1,8,1,4,10804,Female,88,91,94,41,64,71,95,86,84,94,78,78,86,75,85
2,109,1,8,1,5,10805,Female,85,88,92,86,76,89,85,87,83,95,80,92,88,86,85
2,109,1,8,1,6,10806,Female,81,83,83,96,79,91,82,79,82,82,76,86,89,81,86
2,109,1,8,1,7,10807,Male,61,72,74,56,61,56,42,50,45,66,62,86,64,65,68
2,109,1,8,1,8,10808,Female,81,82,78,78,48,48,77,76,58,69,58,68,62,69,77
2,109,1,8,1,9,10809,Female,78,85,75,66,73,63,89,81,94,91,82,86,96,86,81
2,109,1,8,1,10,10810,Male,75,79,60,47,64,41,64,66,52,54,70,68,39,51,58
2,109,1,8,1,11,10811,Male,85,96,90,82,85,85,95,95,93,95,76,98,90,80,93
2,109,1,8,1,12,10812,Female,86,85,79,98,63,74,93,84,95,83,88,92,90,82,74
2,109,1,8,1,13,10813,Female,86,74,88,62,61,57,93,86,78,86,76,70,89,88,89
2,109,1,8,1,14,10814,Male,60,60,60,60,60,60,60,60,60,63,60,60,65,63,64
2,109,1,8,1,15,10815,Female,65,67,69,37,39,41,60,60,60,60,60,60,55,58,58
2,109,1,8,1,16,10816,Female,66,64,55,77,79,72,81,76,61,35,28,40,45,43,34
2,109,1,8,1,17,10817,Male,75,85,76,68,61,84,63,70,51,83,82,78,88,70,72
2,109,1,8,1,18,10818,Female,68,78,78,55,68,73,61,56,48,72,74,70,60,69,64
2,109,1,8,1,19,10819,Female,61,45,57,17,0,6,23,40,30,35,34,36,25,19,27
2,109,1,8,1,20,10820,Male,63,48,53,11,3,9,30,30,25,59,54,40,54,31,40
2,109,1,8,1,21,10821,Female,74,83,78,67,26,30,48,61,58,51,62,44,60,60,58
2,109,1,8,1,22,10822,Female,94,93,94,96,88,83,95,96,90,95,94,90,91,91,90
2,109,1,8,1,23,10823,Male,47,64,68,11,6,15,21,29,17,53,60,50,46,31,55
2,109,1,8,1,24,10824,Female,76,79,67,80,55,57,56,58,39,47,46,42,54,48,58
2,109,1,8,1,25,10825,Female,74,80,62,52,34,74,86,82,70,71,74,74,55,70,81
2,109,2,8,1,1,10801,Female,88,88,,90,76,,55,64,,82,86,,89,98,
2,109,2,8,1,2,10802,Male,77,92,,90,87,,88,83,,90,88,,86,96,
2,109,2,8,1,3,10803,Female,61,86,,41,42,,48,60,,56,66,,65,76,
2,109,2,8,1,4,10804,Female,88,94,,75,87,,89,87,,79,81,,88,97,
2,109,2,8,1,5,10805,Female,89,93,,96,96,,84,85,,98,90,,86,95,
2,109,2,8,1,6,10806,Female,81,85,,85,85,,86,88,,74,82,,86,95,
2,109,2,8,1,7,10807,Male,67,80,,55,55,,58,47,,82,88,,79,97,
2,109,2,8,1,8,10808,Female,76,89,,64,51,,65,79,,72,82,,74,77,
2,109,2,8,1,9,10809,Female,85,93,,75,87,,96,88,,92,84,,90,92,
2,109,2,8,1,10,10810,Male,60,71,,71,69,,92,62,,78,84,,60,60,
2,109,2,8,1,11,10811,Male,88,95,,85,96,,95,97,,91,93,,86,100,
2,109,2,8,1,12,10812,Female,83,92,,89,91,,92,89,,98,86,,85,97,
2,109,2,8,1,13,10813,Female,71,86,,64,74,,76,85,,80,84,,85,91,
2,109,2,8,1,14,10814,Male,62,50,,46,30,,38,27,,34,44,,55,53,
2,109,2,8,1,15,10815,Female,50,56,,9,10,,35,25,,38,36,,40,36,
2,109,2,8,1,16,10816,Female,68,72,,68,46,,76,70,,68,34,,55,55,
2,109,2,8,1,17,10817,Male,83,85,,90,95,,62,72,,86,92,,86,87,
2,109,2,8,1,18,10818,Female,84,84,,74,74,,60,60,,83,85,,85,85,
2,109,2,8,1,19,10819,Female,49,46,,0,8,,28,33,,28,32,,23,27,
2,109,2,8,1,20,10820,Male,62,78,,12,0,,34,16,,76,70,,52,63,
2,109,2,8,1,21,10821,Female,81,88,,50,45,,41,62,,48,58,,70,91,
2,109,2,8,1,22,10822,Female,90,96,,93,100,,96,100,,100,94,,98,93,
2,109,2,8,1,23,10823,Male,70,48,,56,30,,30,20,,40,50,,65,67,
2,109,2,8,1,24,10824,Female,71,75,,77,72,,35,38,,50,53,,57,77,
2,109,2,8,1,25,10825,Female,74,90,,73,89,,85,92,,84,88,,77,88,
2,110,1,9,1,1,10801,Female,87,91,89,90,87,90,53,52,60,74,84,96,68,85,94
2,110,1,9,1,2,10802,Male,85,82,82,100,83,99,80,87,77,92,90,88,96,80,89
2,110,1,9,1,3,10803,Female,58,73,77,70,48,62,35,61,42,52,66,52,66,60,65
2,110,1,9,1,4,10804,Female,90,91,90,76,74,76,82,84,89,84,78,80,93,82,85
2,110,1,9,1,5,10805,Female,92,96,91,95,96,91,80,88,89,92,94,96,91,92,92
2,110,1,9,1,6,10806,Female,85,82,87,100,88,90,73,75,67,80,80,88,95,91,96
2,110,1,9,1,7,10807,Male,78,77,79,78,62,78,59,44,56,74,86,90,86,89,88
2,110,1,9,1,8,10808,Female,89,89,82,95,62,79,76,83,69,78,62,78,94,86,90
2,110,1,9,1,9,10809,Female,80,83,86,82,89,98,82,91,94,84,96,92,93,88,89
2,110,1,9,1,10,10810,Male,58,64,65,62,73,60,41,53,44,66,58,70,63,68,55
2,110,1,9,1,11,10811,Male,82,92,83,86,75,95,94,92,92,94,92,88,89,89,92
2,110,1,9,1,12,10812,Female,88,86,94,68,78,89,85,86,84,82,84,80,89,96,93
2,110,1,9,1,13,10813,Female,84,80,92,87,77,86,73,75,74,88,78,84,96,85,97
2,110,1,9,1,14,10814,Male,49,41,45,16,20,33,29,31,32,60,48,62,38,53,47
2,110,1,9,1,15,10815,Female,67,67,53,16,16,28,24,33,26,56,30,48,49,50,43
2,110,1,9,1,16,10816,Female,74,52,65,41,32,38,51,60,49,58,32,48,55,44,56
2,110,1,9,1,17,10817,Male,94,86,81,82,68,97,52,55,63,86,90,82,87,79,80
2,110,1,9,1,18,10818,Female,82,76,87,71,44,62,48,49,51,68,68,82,70,76,77
2,110,1,9,1,19,10819,Female,47,38,36,8,12,24,14,18,15,36,36,26,31,35,44
2,110,1,9,1,20,10820,Male,66,66,71,12,12,24,28,33,26,74,68,48,60,67,53
2,110,1,9,1,21,10821,Female,83,83,82,60,32,42,50,48,62,60,50,50,70,60,68
2,110,1,9,1,22,10822,Female,93,93,94,100,92,99,92,94,98,92,86,92,82,95,100
2,110,1,9,1,23,10823,Male,55,56,51,16,16,32,30,27,19,70,46,58,65,73,63
2,110,1,9,1,24,10824,Female,69,68,65,60,38,49,43,40,51,50,32,62,50,60,70
2,110,1,9,1,25,10825,Female,82,80,88,95,80,88,72,90,84,78,84,86,78,84,88
2,110,2,9,1,1,10801,Female,92,85,,90,99,,55,60,,94,82,,94,80,
2,110,2,9,1,2,10802,Male,84,80,,91,99,,79,96,,96,96,,96,80,
2,110,2,9,1,3,10803,Female,76,64,,46,60,,48,66,,72,46,,60,43,
2,110,2,9,1,4,10804,Female,97,87,,91,90,,90,94,,84,92,,94,85,
2,110,2,9,1,5,10805,Female,94,95,,100,100,,89,98,,98,92,,96,90,
2,110,2,9,1,6,10806,Female,92,88,,94,84,,86,98,,90,88,,97,85,
2,110,2,9,1,7,10807,Male,81,82,,88,78,,34,76,,96,62,,81,78,
2,110,2,9,1,8,10808,Female,84,87,,92,75,,69,98,,84,72,,81,80,
2,110,2,9,1,9,10809,Female,90,88,,94,99,,91,93,,96,88,,100,80,
2,110,2,9,1,10,10810,Male,67,77,,52,78,,46,52,,78,68,,62,60,
2,110,2,9,1,11,10811,Male,88,94,,100,100,,94,96,,98,82,,98,95,
2,110,2,9,1,12,10812,Female,87,96,,97,66,,85,96,,90,76,,91,95,
2,110,2,9,1,13,10814,Male,53,50,,12,60,,18,16,,58,48,,43,28,
2,110,2,9,1,14,10813,Female,87,81,,83,96,,77,96,,94,84,,100,95,
2,110,2,9,1,15,10815,Female,67,57,,12,48,,32,24,,58,34,,54,40,
2,110,2,9,1,16,10816,Female,74,70,,40,57,,53,52,,54,44,,69,35,
2,110,2,9,1,17,10817,Male,90,89,,96,84,,68,64,,94,82,,93,80,
2,110,2,9,1,18,10818,Female,84,86,,79,69,,44,64,,74,68,,87,60,
2,110,2,9,1,19,10819,Female,54,30,,12,48,,23,20,,46,32,,37,25,
2,110,2,9,1,20,10820,Male,73,66,,28,51,,31,12,,38,50,,44,25,
2,110,2,9,1,21,10821,Female,86,81,,44,60,,62,80,,66,64,,78,48,
2,110,2,9,1,22,10822,Female,96,96,,84,99,,96,98,,100,86,,98,93,
2,110,2,9,1,23,10823,Male,60,49,,23,30,,27,38,,46,24,,71,54,
2,110,2,9,1,24,10824,Female,73,71,,58,51,,53,64,,70,40,,63,78,
2,110,2,9,1,25,10825,Female,83,86,,84,75,,80,96,,86,76,,94,90,
2,109,1,7,1,1,10901,Male,92,92,88,81,74,77,90,91,97,94,92,96,90,85,90
